patients_per_clinic_block,num_med_techs,num_rooms,num_rooms_per_provider,num_physicians,vitals_time_mean,vitals_time_cv2,exam_time_mean,exam_time_cv2,post_exam_time_mean,post_exam_time_cv2,room_turnover_time_mean,room_turnover_time_cv2,off_util_staff,off_util_physician,off_util_room,staff_eff_ia_time_mean,staff_eff_svc_time_mean,staff_eff_svc_time_cv2,exam_eff_ia_time_mean,exam_eff_svc_time_mean,exam_eff_svc_time_cv2,mean_wait_i_dm1,mean_wait_p_dm1,mean_wait_r_dm1,mean_wait_rp_dm1,mean_wait_i,mean_wait_r,mean_wait_p,mean_wait_rp,mean_time_in_system,mean_eod
36,4,2,1,2,6,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.39375,1.125,1.4625,13.333333333333334,5.25,0.41889262235208136,13.333333333333334,54.499824341027804,5.805295551245737,0.5814720813400729,34.41835225968773,137.9817377238454,172.40008998353315,0.0004148475815346,41.9794367099778,0.0,41.9794367099778,65.02666885639609,341.7200318930572
40,4,2,1,2,6,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.4375,1.25,1.625,12.0,5.25,0.41889262235208136,12.0,65.76147825440671,7.961543739752448,0.8248468810860539,45.43663137332065,222.5353464672411,267.97197784056175,0.0004002786387139,59.09525634072768,0.0,59.09525634072768,82.1369529696077,375.6556139012012
16,4,2,1,2,6,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.175,0.6666666666666666,0.8166666666666667,30.0,5.25,0.41889262235208136,30.0,33.98052663052181,2.2344007342775707,0.01766167596165362,9.462864954560157,5.291945606499969,14.754810561060125,0.0,4.714621438402305,0.0,4.714621438402305,31.725029925957955,250.85897371628363
20,4,2,1,2,6,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.21875,0.8333333333333334,1.0208333333333333,24.0,5.25,0.41889262235208136,24.0,41.87012072501818,2.977049887676838,0.05732693082556465,17.31279379419262,20.007670428387335,37.32046422257996,0.0,11.3565400026343,0.0,11.3565400026343,39.03625591336552,279.6402323877422
24,4,2,1,2,6,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.2625,1.0,1.225,20.0,5.25,0.41889262235208136,20.0,52.57301535775357,3.9817185621997666,0.12938882178722125,27.94362653596635,58.2398896235569,86.18351615952325,0.0,22.04674319416637,0.0,22.04674319416637,49.80574193653872,308.2457644653179
28,4,2,1,2,6,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.30625,1.1666666666666667,1.4291666666666667,17.142857142857142,5.25,0.41889262235208136,17.142857142857142,65.92416814784411,5.289181690392408,0.23836048654047884,41.185807661303635,126.61704691133164,167.80285457263528,0.0,34.75431802520589,0.0,34.75431802520589,62.59866653577043,346.0438383039567
32,4,2,1,2,6,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.35,1.3333333333333333,1.6333333333333333,15.0,5.25,0.41889262235208136,15.0,81.46867421125786,7.068800821673683,0.3877368345120139,56.58093737674586,222.85481034310533,279.4357477198512,0.0,59.75045796839777,0.0,59.75045796839777,87.78644380309152,387.881109840316
32,4,2,1,2,9,0.2,10,1.0,2,0.5,2.5,0.14285714285714285,0.45,0.6666666666666666,0.9666666666666667,15.0,6.75,0.4667362946679891,15.0,21.32816765394807,2.2219627681384857,1.1497888941475465,5.678378759800523,7.303419360189275,12.981798119989797,0.0048601864548852,5.924119256357556,0.0,5.924119256357556,27.18287749240178,262.9983532125879
36,4,2,1,2,9,0.2,10,1.0,2,0.5,2.5,0.14285714285714285,0.50625,0.75,1.0875,13.333333333333334,6.75,0.4667362946679891,13.333333333333334,24.4449903716326,2.4413775336772834,1.678952424459236,8.266037947173363,17.565608080530698,25.83164602770406,0.0042908709797107,9.218839812054782,0.0,9.218839812054782,30.15132358335235,271.01044090478064
40,4,2,1,2,9,0.2,10,1.0,2,0.5,2.5,0.14285714285714285,0.5625,0.8333333333333334,1.2083333333333333,12.0,6.75,0.4667362946679891,12.0,28.48633069687325,2.741891795899283,2.35498768681543,11.631343010057819,39.17365876069208,50.8050017707499,0.0062622187642172,15.90179854818248,0.0,15.90179854818248,36.78583394822894,285.6444204500036
44,4,2,1,2,9,0.2,10,1.0,2,0.5,2.5,0.14285714285714285,0.61875,0.9166666666666666,1.3291666666666666,10.909090909090908,6.75,0.4667362946679891,10.909090909090908,33.58896769246477,3.239333299581301,3.2131639897741806,15.875803702690591,75.96751956014512,91.84332326283571,0.0253786007010653,28.955875121995813,0.0,28.955875121995813,50.34544862224577,311.250192593876
48,4,2,1,2,9,0.2,10,1.0,2,0.5,2.5,0.14285714285714285,0.675,1.0,1.45,10.0,6.75,0.4667362946679891,10.0,39.84544834796292,3.973051721408624,4.298785023198197,21.046663324764726,128.68488435005256,149.73154767481728,0.0476707060521008,36.850819605949695,0.0,36.850819605949695,57.95657991690496,328.8534466933021
24,4,2,1,2,9,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.3375,0.75,0.975,20.0,6.75,0.4667362946679891,20.0,30.810070235053896,2.6763213713128384,0.43553466565804944,10.874535569395848,11.947910384718696,22.822445954114542,0.0,6.612984167433889,0.0,6.612984167433889,32.414184307552,268.616384477517
28,4,2,1,2,9,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.39375,0.875,1.1375,17.142857142857142,6.75,0.4667362946679891,17.142857142857142,37.23459284587015,3.350249143952345,0.741442715699255,16.99315013017089,33.641008386528384,50.63415851669927,0.0007027574773903,16.80149281092524,0.0,16.80149281092524,42.73154008211308,287.6355091401144
32,4,2,1,2,9,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.45,1.0,1.3,15.0,6.75,0.4667362946679891,15.0,45.51321917858944,4.310962116260751,1.1497888941475465,24.86343028444189,76.87596452407405,101.73939480851594,0.0005894983143952,24.65460403421913,0.0,24.65460403421913,50.44396046098537,311.91160891863075
36,4,2,1,2,9,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.50625,1.125,1.4625,13.333333333333334,6.75,0.4667362946679891,13.333333333333334,55.59730468414696,5.839048901161073,1.678952424459236,34.41835225968773,143.00322266102492,177.42157492071266,0.0046502843117005,40.77835787207577,0.0,40.77835787207577,67.14705047212557,349.7066466443086
40,4,2,1,2,9,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.5625,1.25,1.625,12.0,6.75,0.4667362946679891,12.0,67.29161906013607,8.195368743079303,2.35498768681543,45.43663137332065,230.45879434063113,275.8954257139518,0.0106762728402267,56.82902368937763,0.0,56.82902368937763,82.97574740715432,382.0131097948098
16,4,2,1,2,9,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.225,0.6666666666666666,0.8166666666666667,30.0,6.75,0.4667362946679891,30.0,34.046921908588914,2.2331112129822617,0.08405695402876123,9.462864954560157,5.330152409070163,14.79301736363032,0.0,4.566505684123081,0.0,4.566505684123081,34.47106118017591,254.432358094825
20,4,2,1,2,9,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.28125,0.8333333333333334,1.0208333333333333,24.0,6.75,0.4667362946679891,24.0,42.032297806159626,2.9614729113670912,0.21950401196701108,17.31279379419262,20.250266243704793,37.563060037897415,0.0,10.533226255905625,0.0,10.533226255905625,41.1148756157121,277.8754959275439
24,4,2,1,2,9,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.3375,1.0,1.225,20.0,6.75,0.4667362946679891,20.0,52.87916120162439,3.9475054090952217,0.43553466565804944,27.94362653596635,59.057572366823386,87.00119890278974,0.0,24.986199995405418,0.0,24.986199995405418,56.25982603363347,316.49042395577703
28,4,2,1,2,9,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.39375,1.1666666666666667,1.4291666666666667,17.142857142857142,6.75,0.4667362946679891,17.142857142857142,66.42725037700289,5.32495802287266,0.741442715699255,41.185807661303635,128.40292150106112,169.58872916236476,0.0,41.16375064694415,0.0,41.16375064694415,72.5905281515932,353.3691741982339
32,4,2,1,2,9,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.45,1.3333333333333333,1.6333333333333333,15.0,6.75,0.4667362946679891,15.0,82.2307262708934,7.468247755524317,1.1497888941475465,56.58093737674586,226.03788858701867,282.61882596376455,0.0010885201901631,61.60116679193313,0.0,61.60116679193313,93.16041226427691,397.71161384698513
32,4,2,1,2,12,0.2,10,1.0,2,0.5,2.5,0.14285714285714285,0.55,0.6666666666666666,0.9666666666666667,15.0,8.25,0.45870431169349624,15.0,22.804742055473383,1.923080477111926,2.6263632956728618,5.678378759800523,9.44344092795778,15.121819687758304,0.0140414057896077,5.995550407640532,0.0,5.995550407640532,30.167255518599514,263.9634175194888
36,4,2,1,2,12,0.2,10,1.0,2,0.5,2.5,0.14285714285714285,0.61875,0.75,1.0875,13.333333333333334,8.25,0.45870431169349624,13.333333333333334,26.588248011082328,1.8935350237757227,3.8222100639089636,8.266037947173363,23.463999450052373,31.730037397225736,0.0295564172128774,9.914584659518066,0.0,9.914584659518066,34.0179443944785,280.14667188543035
40,4,2,1,2,12,0.2,10,1.0,2,0.5,2.5,0.14285714285714285,0.6875,0.8333333333333334,1.2083333333333333,12.0,8.25,0.45870431169349624,12.0,31.516301393925875,1.937867480398672,5.384958383868057,11.631343010057819,51.973067564185314,63.60441057424313,0.0705780810158924,18.800860182134848,0.0,18.800860182134848,43.50754528910455,299.6689075951613
44,4,2,1,2,12,0.2,10,1.0,2,0.5,2.5,0.14285714285714285,0.75625,0.9166666666666666,1.3291666666666666,10.909090909090908,8.25,0.45870431169349624,10.909090909090908,37.779213674696315,2.109633815550585,7.4034099720057265,15.875803702690591,98.31118702548201,114.1869907281726,0.1513354701652171,28.11939402520872,0.0,28.11939402520872,52.67179249681459,316.44412621280094
48,4,2,1,2,12,0.2,10,1.0,2,0.5,2.5,0.14285714285714285,0.825,1.0,1.45,10.0,8.25,0.45870431169349624,10.0,45.51529125589208,2.3226874753683657,9.968627931127353,21.046663324764726,163.16900456445188,184.2156678892166,0.2316072305693294,40.07869862150201,0.0,40.07869862150201,64.77909070762782,338.8638042539567
24,4,2,1,2,12,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.4125,0.75,0.975,20.0,8.25,0.45870431169349624,20.0,31.42247131055645,2.5990664979290696,1.0479357411606054,10.874535569395848,12.798114815721975,23.672650385117823,0.0027687201142511,7.695502434253013,0.0,7.695502434253013,36.16229943002768,273.39800556017315
28,4,2,1,2,12,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.48125,0.875,1.1375,17.142857142857142,8.25,0.45870431169349624,17.142857142857142,38.214398927367895,3.1582716135016367,1.7212487971970079,16.99315013017089,36.2520491963732,53.24519932654409,0.0023689013098023,17.444687002097382,0.0,17.444687002097382,46.6337066830763,296.36612700251607
32,4,2,1,2,12,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.55,1.0,1.3,15.0,8.25,0.45870431169349624,15.0,46.98979358011475,4.002636360014504,2.6263632956728618,24.86343028444189,82.5066935703127,107.3701238547546,0.0209826047276389,27.731670644117568,0.0,27.731670644117568,57.19290991002562,322.15651685183684
36,4,2,1,2,12,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.61875,1.125,1.4625,13.333333333333334,8.25,0.45870431169349624,13.333333333333334,57.74056232359669,5.329595119499338,3.8222100639089636,34.41835225968773,152.84270690420033,187.26105916388806,0.0210104805482306,41.53942327859273,0.0,41.53942327859273,70.65935323137099,346.7222448338297
40,4,2,1,2,12,0.2,15,1.0,2,0.5,2.5,0.14285714285714285,0.6875,1.25,1.625,12.0,8.25,0.45870431169349624,12.0,70.3215897571887,6.962445947535795,5.384958383868057,45.43663137332065,246.1688102676062,291.60544164092687,0.05635964282105,59.16523226518889,0.0,59.16523226518889,88.75535998920218,387.89555032381634
16,4,2,1,2,12,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.275,0.6666666666666666,0.8166666666666667,30.0,8.25,0.45870431169349624,30.0,34.20721904829058,2.229441841463504,0.24435409373043068,9.462864954560157,5.423099419265411,14.88596437382557,0.0,4.899598254672813,0.0,4.899598254672813,38.1707963174408,263.48755934253137
20,4,2,1,2,12,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.34375,0.8333333333333334,1.0208333333333333,24.0,8.25,0.45870431169349624,24.0,42.37754490093075,2.9258811855841858,0.5647511067381382,17.31279379419262,20.77132659984508,38.0841203940377,0.0,12.91622779163368,0.0,12.91622779163368,46.72044720816261,283.874812671511
24,4,2,1,2,12,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.4125,1.0,1.225,20.0,8.25,0.45870431169349624,20.0,53.49156227712695,3.867875945932508,1.0479357411606054,27.94362653596635,60.70174202204314,88.6453685580095,0.0002539191772513,27.708475272064803,0.0,27.708475272064803,61.78422893545057,317.00309547628666
28,4,2,1,2,12,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.48125,1.1666666666666667,1.4291666666666667,17.142857142857142,8.25,0.45870431169349624,17.142857142857142,67.40705645850065,5.293108314940774,1.7212487971970079,41.185807661303635,131.88773830804104,173.07354596934468,0.0056711676359697,40.26685003895643,0.0,40.26685003895643,74.34977121696812,352.75853679396903
32,4,2,1,2,12,0.2,20,1.0,2,0.5,2.5,0.14285714285714285,0.55,1.3333333333333333,1.6333333333333333,15.0,8.25,0.45870431169349624,15.0,83.70730067241871,7.59953588028057,2.6263632956728618,56.58093737674586,232.2096181608665,288.79055553761236,0.0054045297071426,62.97820367038194,0.0,62.97820367038194,97.82672974433008,404.6527416212292
32,4,2,1,2,6,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.45,0.6666666666666666,1.1666666666666667,15.0,6.75,0.3867185757126474,15.0,24.32816765394807,1.869911498282306,1.1497888941475465,5.678378759800523,12.028368450738945,17.70674721053947,0.0013943802431774,13.304729460220967,0.0,13.304729460220967,34.08557256283154,278.5551817718264
36,4,2,1,2,6,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.50625,0.75,1.3125,13.333333333333334,6.75,0.3867185757126474,13.333333333333334,27.4449903716326,2.0647644454711425,1.678952424459236,8.266037947173363,26.0479928340148,34.314030781188166,4.256462347067706e-05,23.025160896703333,0.0,23.025160896703333,43.8970779746798,302.4037926754239
40,4,2,1,2,6,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.5625,0.8333333333333334,1.4583333333333333,12.0,6.75,0.3867185757126474,12.0,31.48633069687325,2.3506078871702667,2.35498768681543,11.631343010057819,51.841627297022775,63.472970307080594,0.0021861210655253,39.46444435884241,0.0,39.46444435884241,60.74879108011514,338.1648837229249
44,4,2,1,2,6,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.61875,0.9166666666666666,1.6041666666666667,10.909090909090908,6.75,0.3867185757126474,10.909090909090908,36.58896769246477,2.838903201318374,3.2131639897741806,15.875803702690591,91.8914300637613,107.7672337664519,0.0055744581278363,53.49133459209316,0.0,53.49133459209316,74.68038614474875,366.3003198466121
48,4,2,1,2,6,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.675,1.0,1.75,10.0,6.75,0.3867185757126474,10.0,42.84544834796292,3.58366029314475,4.298785023198197,21.046663324764726,146.8786737761823,167.92533710094702,0.0115494693226092,70.67770446393902,0.0,70.67770446393902,92.0191056995638,402.2981954944826
24,4,2,1,2,6,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.3375,0.75,1.125,20.0,6.75,0.3867185757126474,20.0,33.8100702350539,2.49859858286081,0.43553466565804944,10.874535569395848,16.424697777294696,27.299233346690542,0.0,13.249411859712747,0.0,13.249411859712747,38.823370841154045,280.0799171290249
28,4,2,1,2,6,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.39375,0.875,1.3125,17.142857142857142,6.75,0.3867185757126474,17.142857142857142,40.23459284587015,3.0937484186125057,0.741442715699255,16.99315013017089,41.84968023059292,58.842830360763806,0.0,26.78648639501392,0.0,26.78648639501392,52.76570419202575,319.2369162165344
32,4,2,1,2,6,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.45,1.0,1.5,15.0,6.75,0.3867185757126474,15.0,48.51321917858944,3.9646172090678236,1.1497888941475465,24.86343028444189,88.3822659889919,113.2456962734338,0.0,42.31352540192003,0.0,42.31352540192003,68.00256185651216,347.20670324401294
36,4,2,1,2,6,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.50625,1.125,1.6875,13.333333333333334,6.75,0.3867185757126474,13.333333333333334,58.59730468414696,5.386724257570221,1.678952424459236,34.41835225968773,156.7868892609472,191.20524152063493,0.000684997182457,66.8842734960786,0.0,66.8842734960786,93.11122546870598,394.7177322684558
40,4,2,1,2,6,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.5625,1.25,1.875,12.0,6.75,0.3867185757126474,12.0,70.29161906013607,7.633275073574408,2.35498768681543,45.43663137332065,246.0132971747355,291.44992854805616,0.0013216227170811,84.52446203744687,0.0,84.52446203744687,110.60094092007124,433.8018296882515
16,4,2,1,2,6,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.225,0.6666666666666666,0.9166666666666666,30.0,6.75,0.3867185757126474,30.0,37.046921908588914,2.219148431600939,0.08405695402876123,9.462864954560157,7.236850737645681,16.69971569220584,0.0,6.127114207054214,0.0,6.127114207054214,35.42651245570899,258.00282641483835
20,4,2,1,2,6,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.28125,0.8333333333333334,1.1458333333333333,24.0,6.75,0.3867185757126474,24.0,45.032297806159626,2.8861579862762134,0.21950401196701108,17.31279379419262,24.98066424102955,42.29345803522217,0.0,17.800530940876996,0.0,17.800530940876996,48.490753116935885,292.8253585236754
24,4,2,1,2,6,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.3375,1.0,1.375,20.0,6.75,0.3867185757126474,20.0,55.87916120162439,3.79474942193462,0.43553466565804944,27.94362653596635,67.21317821699766,95.156804752964,0.0,33.88099893197364,0.0,33.88099893197364,65.09369434467017,341.92993334295386
28,4,2,1,2,6,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.39375,1.1666666666666667,1.6041666666666667,17.142857142857142,6.75,0.3867185757126474,17.142857142857142,69.42725037700289,5.080720736444575,0.741442715699255,41.185807661303635,139.09855515845825,180.2843628197619,0.0,57.8884982837017,0.0,57.8884982837017,89.38220267384371,392.83463926638177
32,4,2,1,2,6,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.45,1.3333333333333333,1.8333333333333333,15.0,6.75,0.3867185757126474,15.0,85.2307262708934,7.112428716625098,1.1497888941475465,56.58093737674586,238.58250175254332,295.1634391292892,0.0,85.23363170599728,0.0,85.23363170599728,116.60584384276854,440.6767380866294
32,4,2,1,2,9,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.55,0.6666666666666666,1.1666666666666667,15.0,8.25,0.4144844803065741,15.0,25.804742055473383,1.6555750022401745,2.6263632956728618,5.678378759800523,14.896941722136026,20.57532048193655,0.017214503778596,17.13861904018285,0.0,17.13861904018285,41.55783706547516,288.5796950510545
36,4,2,1,2,9,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.61875,0.75,1.3125,13.333333333333334,8.25,0.4144844803065741,13.333333333333334,29.588248011082328,1.6678964934969833,3.8222100639089636,8.266037947173363,33.00787550249753,41.273913449670886,0.0214995865518097,27.64081972516153,0.0,27.64081972516153,51.77122360358184,307.03950677942686
40,4,2,1,2,9,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.6875,0.8333333333333334,1.4583333333333333,12.0,8.25,0.4144844803065741,12.0,34.51630139392587,1.7617135370955548,5.384958383868057,11.631343010057819,65.50933445105275,77.14067746111057,0.0634585682547678,40.44634440213294,0.0,40.44634440213294,64.83604206780379,340.55301678720224
44,4,2,1,2,9,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.75625,0.9166666666666666,1.6041666666666667,10.909090909090908,8.25,0.4144844803065741,10.909090909090908,40.779213674696315,1.9859190689347503,7.4034099720057265,15.875803702690591,114.67944028840375,130.55524399109436,0.0848953922279923,58.93928570857074,0.0,58.93928570857074,83.61990538592838,379.1723150770743
48,4,2,1,2,9,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.825,1.0,1.75,10.0,8.25,0.4144844803065741,10.0,48.51529125589208,2.255897091115,9.968627931127353,21.046663324764726,181.55488792745948,202.6015512522242,0.1321709422652826,70.25958119450051,0.0,70.25958119450051,94.74412562451964,405.5001604017525
24,4,2,1,2,9,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.4125,0.75,1.125,20.0,8.25,0.4144844803065741,20.0,34.422471310556446,2.434227789981796,1.0479357411606054,10.874535569395848,17.432691686940743,28.30722725633659,0.0010341397694697,15.737121862144084,0.0,15.737121862144084,44.59077739605813,286.451359898663
28,4,2,1,2,9,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.48125,0.875,1.3125,17.142857142857142,8.25,0.4144844803065741,17.142857142857142,41.214398927367895,2.9424352595005563,1.7212487971970079,16.99315013017089,44.659004375697656,61.652154505868545,0.0022735656707011,27.74045635714526,0.0,27.74045635714526,56.74590859863304,319.9238154168542
32,4,2,1,2,9,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.55,1.0,1.5,15.0,8.25,0.4144844803065741,15.0,49.98979358011475,3.7445555503231547,2.6263632956728618,24.86343028444189,94.13329463857202,118.99672492301391,0.0098808909611322,46.25546115165512,0.0,46.25546115165512,75.34937380177476,357.91374306574573
36,4,2,1,2,9,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.61875,1.125,1.6875,13.333333333333334,8.25,0.4144844803065741,13.333333333333334,60.74056232359669,5.047474806544864,3.8222100639089636,34.41835225968773,166.6777861390923,201.09613839878003,0.0172780965707409,69.65525075959718,0.0,69.65525075959718,99.28798573389452,402.776009821915
40,4,2,1,2,9,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.6875,1.25,1.875,12.0,8.25,0.4144844803065741,12.0,73.3215897571887,6.702992455810712,5.384958383868057,45.43663137332065,261.7459662605076,307.18259763382827,0.0314561643788279,81.73545487544749,0.0,81.73545487544749,110.45515653534694,429.89046280856246
16,4,2,1,2,9,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.275,0.6666666666666666,0.9166666666666666,30.0,8.25,0.4144844803065741,30.0,37.20721904829058,2.2154013821583107,0.24435409373043068,9.462864954560157,7.3487556920361286,16.811620646596285,0.0,6.440950877668053,0.0,6.440950877668053,39.51668128192959,263.0244798984552
20,4,2,1,2,9,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.34375,0.8333333333333334,1.1458333333333333,24.0,8.25,0.4144844803065741,24.0,45.37754490093075,2.8541570030698353,0.5647511067381382,17.31279379419262,25.553435927627486,42.866229721820105,0.0,19.713122060943203,0.0,19.713122060943203,53.63949383941788,301.7019642674048
24,4,2,1,2,9,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.4125,1.0,1.375,20.0,8.25,0.4144844803065741,20.0,56.49156227712695,3.73031954593333,1.0479357411606054,27.94362653596635,68.90739024858867,96.85101678455501,0.0,37.00696092293391,0.0,37.00696092293391,71.46402559368425,342.4771244377817
28,4,2,1,2,9,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.48125,1.1666666666666667,1.6041666666666667,17.142857142857142,8.25,0.4144844803065741,17.142857142857142,70.40705645850065,5.086412913469981,1.7212487971970079,41.185807661303635,142.60732243563277,183.7931300969364,0.0021609639631178,60.93376697223464,0.0,60.93376697223464,95.64223484024453,394.1448752026225
32,4,2,1,2,9,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.55,1.3333333333333333,1.8333333333333333,15.0,8.25,0.4144844803065741,15.0,86.70730067241871,7.325724440436988,2.6263632956728618,56.58093737674586,244.76419035774111,301.345127734487,0.0128928928836402,85.11972377574075,0.0,85.11972377574075,120.02045719555906,448.9186160146535
32,4,2,1,2,12,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.65,0.6666666666666666,1.1666666666666667,15.0,9.75,0.44695397154549604,15.0,28.315707388755968,1.2781330135955133,5.1373286289554425,5.678378759800523,20.557917557146464,26.236296316946987,0.0747403720237175,17.257774874214668,0.0,17.257774874214668,44.85167713465172,289.3629051306888
36,4,2,1,2,12,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.73125,0.75,1.3125,13.333333333333334,9.75,0.44695397154549604,13.333333333333334,33.24758975568225,1.1788179448330542,7.481551808508886,8.266037947173363,46.23210037566882,54.49813832284218,0.1436179516843619,26.622471976116596,0.0,26.622471976116596,54.133492545632805,313.2271687606511
40,4,2,1,2,12,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.8125,0.8333333333333334,1.4583333333333333,12.0,9.75,0.44695397154549604,12.0,39.67105586928201,1.2040554126684166,10.53971285922419,11.631343010057819,90.03297156538858,101.6643145754464,0.2092870299852208,44.1003878425648,0.0,44.1003878425648,71.95307151875745,348.1431314831597
44,4,2,1,2,12,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.89375,0.9166666666666666,1.6041666666666667,10.909090909090908,9.75,0.44695397154549604,10.909090909090908,47.794773280289846,1.2911228828343586,14.418969577599258,15.875803702690591,153.6403295493408,169.5161332520314,0.4135585346131847,61.09110897947448,0.0,61.09110897947448,89.44983948207123,387.04954179802496
48,4,2,1,2,12,0.2,10,1.0,5,0.5,2.5,0.14285714285714285,0.975,1.0,1.75,10.0,9.75,0.44695397154549604,10.0,57.7281963975629,1.3590804216961578,19.18153307279817,21.046663324764726,238.35818860135075,259.4048519261155,0.5845190922266272,71.51819907177091,0.0,71.51819907177091,99.55916918970614,410.3371440608225
24,4,2,1,2,12,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.4875,0.75,1.125,20.0,9.75,0.44695397154549604,20.0,35.46437122087461,2.298856458487805,2.0898356514787633,10.874535569395848,19.217838637823327,30.092374207219173,0.0047148204587681,16.836884088781545,0.0,16.836884088781545,48.71862069984484,292.55582532667296
28,4,2,1,2,12,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.56875,0.875,1.3125,17.142857142857142,9.75,0.44695397154549604,17.142857142857142,42.87354972631302,2.6442976088150782,3.380399596142134,16.99315013017089,49.54159472723877,66.53474485740966,0.0200055098208725,24.93152534811879,0.0,24.93152534811879,56.527259716958895,317.6428543434185
32,4,2,1,2,12,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.65,1.0,1.5,15.0,9.75,0.44695397154549604,15.0,52.500758913397334,3.233009500161941,5.1373286289554425,24.86343028444189,104.02134129845514,128.88477158289703,0.0577346923947101,47.321492499119216,0.0,47.321492499119216,79.89291155682002,365.87406580701054
36,4,2,1,2,12,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.73125,1.125,1.6875,13.333333333333334,9.75,0.44695397154549604,13.333333333333334,64.39990406819662,4.063005215006317,7.481551808508886,34.41835225968773,183.6325468078247,218.05089906751243,0.104447570419684,67.03608026742853,0.0,67.03608026742853,99.7314236857636,403.8599846142546
40,4,2,1,2,12,0.2,15,1.0,5,0.5,2.5,0.14285714285714285,0.8125,1.25,1.875,12.0,9.75,0.44695397154549604,12.0,78.47634423254485,4.787970348245632,10.53971285922419,45.43663137332065,288.5536939870341,333.99032536035475,0.1192280512632279,89.99963260987388,0.0,89.99963260987388,122.5121336600851,447.3736566607168
16,4,2,1,2,12,0.2,20,1.0,5,0.5,2.5,0.14285714285714285,0.325,0.6666666666666666,0.9166666666666666,30.0,9.75,0.44695397154549604,30.0,37.50606604985761,2.2064969589282666,0.543201095297456,9.462864954560157,7.560117112250931,17.02298206681109,0.0,7.086890152356124,0.0,7.086890152356124,42.7910928752905,268.080506484334
